"","textoComentario"
"654","Hemos estado muchas veces en el parque y la verdad es que cada vez se pasan mas. Los espectaculos en si muy bien y las atracciones lo de seimpre pero te cobran 5 o 6 euros extra para entrar a casi todos los pasajes del...Más"
"655","Pagas la entrada y despues ai que pagar mas algunos atractiones colas interminables 2 horas como minimo.Llevo viniendo 10 anos pero seguro que no volvere no merece la pena gastarte tanto dinero para nada exemplo noche blanca furios baco no a funcionado todo el dia...Más"
"656","He ido en el puente de octubre, ya estaba ambientado de Halloween y los espectáculos también eran de esa temática(algunos mejores que otros) el de las aves me sorprendió para bien. estuve dos días y visité ferrari land también.(solo merece la pena el Red Force,...Más"
"657","Lo hemos pasado muy bien, eso ante todo. Pero.. para mi gusto mucho escenario y pocas atracciones. Fuimos en halloween y poca atraccion al efecto gratuita, lo único a última hora. Siendo sabado en la mayoria de las atracciones importantes tiempo de espera minimos de...Más"
"658","Para el tiempo que tiene el parque el mantenimiento de las instalaciones son perfectas y como lo visite entre semana las colas eran inexistentes, ni hijo se lo paso de maravilla y pudo repetir en las atracciones."
"659","Primera vez que acudo a un parque de atracciones y ha superado mis expectativas con creces,tanto a nivel de atracciones como de espectáculos. Acudimos dos días en Halloween (El fin de semana antes del puente del Pilar) y el viernes no había colas y nos...Más"
"660","Es un lugar en el que te encuentras tan a gusto que no quieres irte, el personal es de lo mejor, las instalaciones estupenda y la comida muy buena, todo para mi gusto, claro. Volveré"
"661","Primero he de aclarar que he venido varias veces a Port Aventura y es mi parque temático favorito (sí, me gusta más que Disneyland Paris), pero la review es sobre la experiencia, y mi experiencia ha sido bastante negativa. Nos alojamos en un hotel y,...Más"
"662","Hemos estado en el parque 2 días, s lunes y martes, para disfrutar del evento de Halloween. La decoración nos gustó mucho (hay zonas que no hay) así como la música. Uno de los problemas principales es que ofrecen 4 atracciones especiales de Halloween y...Más"
"663","Soy fanatico de port aventura. Desde que se abrio el parque, no he faltado ni un año. Siempre he ido, minimo 3 veces al año. 

Este sabado 13 de octubre, decidi ir con mi pareja por la tarde noche. La entra era de 23 euros,...Más"
"664","Hemos ido un martes, esperando disfrutar de halloween y hoy no había ninguna actuación de terror abierta, por lo que un poco decepcionante. Después las atracciones bien pero un poco caro y se paga por todo"
"665","Pues es nuestra primera visita y la verdad que lo único malo fue la fecha que decidimos ir, ya que por el puente de octubre, estaba masificado, pero ya el domingo que había muchísima menos gente, fue cuando disfrutamos realmente de las atracciones. Los días...Más"
"666","Voy a contar la experiencia de mi mujer y mía los días 12 y 13 de Octubre, Especial ""Halloween"":

Pues bien, para empezar la entrada dos días al parque son 60€, incluye un día de acceso a Ferrari Land, que quitando la atracción Red Force,...Más"
"667","Nos encanta port aventura a mi y a mi familia lo único que encuentro un poco caro son las fotografias porque eso de pagar 10 euros por cada una creo que es abusivo.Si bajaran un poco más los precios creo que todos comprariamos muchisimas más."
"668","Es el mejor parque de atracciones de toda España. Los he visitado todos sin excepción alguna y sin duda es el mejor, tanto para ir en pareja como con amigos, al igual que con la familia. He estado 8 veces y seguro voy a repetir"
"669","Llevamos tiempo visitando Portaventura, y hemos estado allí bastantes veces, y nunca habíamos tenido tan mala experiencia. Colas interminables (38.000 personas, nos dijeron), empleados saturados, agotados y de mal humor, imposible disfrutar de nada. Es muy frustrante reunir días de vacaciones (y dinero) para disfrutar...Más"
"670","Portaventura es genial, pero... solo si eres paciente y tienes dinero. Un ejemplo para dos personas.

- Entradas dos parques dos días: 120€
- Dos días de parking normal (tienes el hotel lejos, la avenida pere mola es peligrosa para tu coche) 24€
- Dos...Más"
"671","Visitamos Halloween con nuestra niña el día doce y trece de octubre,madre mía qué desastre.La decoración bonita,los trabajadores encantadores cómo siempre que he visitado el parque y lo demás un desastre.Atracciones cerradas,colas tremendas aún con la pulsera esperabas mucho tiempo,pagar más para ver las otras...Más"
"672","Vaya experiencia más buena en ferrari land. Hay muchísimas atracciones que no te esperas de como son y sorprenden. Es increíble. El parque de portaventura siempre te deja con ganas de volver, aunque hay cosas que mejorar, pero muy muy divertido!!"
"673","Fuimos a Port Aventura del 12 al 14 de Octubre para ver el Halloween y la decoración estaba muy chula. Los personajes estaban bien logrados y daban mogollón de sustos. Pudimos hacer tantas fotos como quisimos. Lo que no me gustó es que la mayoría...Más"
"674","Hemos estado este puente del Pilar. Positivo: bonita decoración de Halloween, personal amable, atracciones que encantaron a mis hijos mayores, el único espectáculo que vi en el Teatro Chino muy bien. Lo negativo: colas kilométricas con hasta tres horas de espera, el invento de la...Más"
"675","En Hallowen recomendaria no venir. Hoy es dia 12/10/2018 y estoy haciendo cola en el shambala desde las 18:10 y todavia no he conseguido montar, son las 20:03. Llevo desde las 11 en parque donde solo he podido montar hasta esta hora a 4 atracciones,...Más"
"676","Somos una família que nos encanta las atracciones y siempre que podemos intentamos escaparnos a Port Aventura. Hay atracciones para todas las edades y los niños se lo pasan en grande y nosotros también."
"677","Mi hija tuvo la mala suerte de que en una atracción se le saliera el hombro al levantar las manos, en ningún momento les dijeron que no se podían levantar.
Les aviso cuando bajo y no fueron tuvieron la deferencia de llevarla al servicio médico...Más"
"678","Fuimos el día 9 de octubre a pasar el día en Port Aventura y para nuestra sorpresa nuestra impresión no fue la misma que la de las otras veces que lo hemos visitado. Hace muchos años estuvimos con nuestros hijos mayores y ahora queríamos celebrar...Más"
"679","La Noche de los Vampiros.... Menudo timo!!!
Atracciones que cortan a las 17,00h, otras a la 19,30h, otras no funcionaban y colas de 1,30 o 2,00h para subir a algo. Miles y miles de personas en el parque pagando y poquísimo personal, ni atendiendo ni...Más"
"680","Hemos estado dos dias y entrando según abren los parques, solo nos hemos podido montar una vez en la sambala, tras 1h de cola, otra en la red force, tras una hora de cola y  otra en el dragón khan, tras 1 h 45 min....Más"
"681","Hemos ido en diferentes ocasiones y la verdad, que al tener que ir en días de fin de semana o fiestas, nos encontramos con colas a veces exageradas en las atracciones.
Personalmente creo que se tendría que limitar la cantidad de gente para que o...Más"
"682","Estuvimos recientemente y el día fue agradable por la temperatura en octubre. Las atracciones estaban bien y las colas aceptables. Lo decepcionante es que sólo pudimos ver un espectáculo en todo el día. La limpieza en jardines y servicios deja mucho que desear."
"683","Las personas con discapacidad superior a un 33 por ciento (discapacidad moderada) pueden acceder directamente a todas las atracciones con un máximo de 4 acompañantes y repetir incluso, si quieren. Este supertratamiento parece solamente justificado si la persona tiene problemas de mobilidad, o  le cuesta...Más"
"684","Es fácil valorar Port Aventura dos semanas después de visitar Disneyland París. Para empezar lo llamaremos Cola Aventura. 
Tras dos días completos en los parques (incluyo Ferrari Land) y referido a las atracciones estrella, he conseguido subir solo en el Dragon Khan y El Diablo...Más"
"685","Lo he visitado varías veces y está última para descubrir Ferrari land. Me quede en Salou y fuimos andando, 10-15 min.  ciertamente esta vez con adolescentes, creo que si quieres aprovechar el día te has de dejar un buen pico para evitar las colas, pues...Más"
"686","Todo muy bien montado, pero has de hacer cola para todo, no his perdais las atracciones de miedo aunque tengáis que pagar 15 euros y sobre todo la selva del miedo,  para comer os recomiendo que vayáis al bufet marco polo que por 25 euros...Más"
"687","Horas de cola para subir a las atracciones principales, tres horas para Furious,  cuatro horas Shambala, Dos horas estampida,  para comer cola ...hacen interminables las colas para que la gente otra a por el
Express pass 
En Ferrari Land más de lo mismo, 4 horas...Más"
"688","Después de haber gastado 53€+la correspondiente entrada, hemos esperado más de 40 minutos en atracciones como La Estampida. Debería tener un tope de venta de tíquets express como sucede en otros parques."
"689","Los primeros años Port Aventura tenia una ambientación extraordinaria y instalaciones impecables,hoy muchas zonas presentan lugares cerrados y otros con falta de mantenimiento,las atracciones son de muy buen nivel però para poder disfutar bien de ellas sin perder horas y horas en colas tienes que...Más"
"690","Parque de atracciones donde todo son grandes sensaciones para mayores y pequeños. Las montañas rusas son geniales y la mayoría de atracciones infantiles también lo son. 
Si no le doy la puntuación máxima es por los precios de la comida y bebida que venden allí,...Más"
"691","Vengo todos los años o como mucho de dos en dos,nunca había tenido la suerte de poder venir en halowen y la verdad casi que mejor.....siendo puente eres consciente que la afluencia de gente va ser mayor por lo tanto compras tu entrada y adquieres...Más"
"692","5 horas en el parque y solo hemos podido entrar en un espectáculo, ya no venden fast pass si quiere porque aquí no cabe nadie más. 3 horas de fila para subir a cualquier atracción grande. Mis hijos desilusionados y encima nos han dicho que...Más"
