"","textoComentario"
"683","Sin duda a nadie dejará indiferente la Basílica de la Sagrada Familia, cuánto detalle, cuánto amor por hacer este edificio que dice tanto. Recomiendo coger la audioguía para no perderse ni un detalle de lo que el edificio esconde."
"684","Poco que decir de uno de los monumentos mas visitados del mundo. Imprescindible visitarlo. Espectacular y original templo, al que le va quedando menos para estar acabado. Como suele ser habitual en monumentos tan espectaculares, la única pega es la masificación. Aun así, merece la...Más"
"685","Es una basílica católica diseñada por el arquitecto Gaudí, es una obra maestra modernista, es un proyecto que continúa en construcción. Compramos las entradas con anticipación en la página oficial por internet, respetan el horario de entrada."
"686","No podes dejar de entrar si vas a Barcelona la más hermosa Iglesia que vi en mi vida!!
Original y loca a la vez que majestuosa no se puede creer lo que el hombre puede construir."
"687","Pedazo de arquitecto el gaudi. Grande obra para la ciudad de Barcelona.
Es preciosa e impresionante por fuera. Cuando la acaben será increible aunque ahora también lo es...
Es una de las visitas indispensables de la ciudad.
Se llega facil con el metro"
"688","Si bien, lleva muchos anos de construccion, es una obra asombrosa. lo mas impactante es la iluminacion de los ventanales en el interior. La diferencia de todas las que he visitado"
"689","Es hermoso este lugar. Impresiona el nivel de dedicación y ""locura"" que tuvo Gaudi para diseñar este lugar.

Imagine estar allí mientras el coro estuviera presentándose y se me pusieron los pelos de punta."
"690","una arquitectura de ensueño, o de castillo de arena, como si jugueteáramos con arena mojada para llegar a la torre mas alta."
"691","Creo que sobrepaso mis expectativas, un lugar verdaderamente impresionante. A mi opinión tienen mas seguridad que un Aeropuerto internacional...  Un lugar que vale la pena visitar, las visitas con guía muy recomendables, solo que consideren las que son con audífonos, no las de aparato tipo...Más"
"692","No tengo palabras para describirla. La Sagrada Familia es, de lejos, el monumento más bonito e impresionante que he visto en mi vida. La audioguía es fabulosa, entré de lleno en la atmósfera que creaban. Llevaba toda la vida queriendo verla y ha superado mis...Más"
"693","Realmente valió la pena pagar la entrada y ver la Iglesia por dentro. El color que generan los vidrios es subrealistaa. Una maravilla de la arquitectura y del imaginario de Gaudí."
"694","Impactante ,quedé maravillada .La guía nos explicó que estará terminada en 2016 ,buena excusa para regresar ...Altamente recomendable"
"695","Muy recomendable acudir con guía o audioguia para poder disfrutar del contexto y las explicaciones que permiten apreciar la momunental obra que soñó y comenzó Gaudí.
Es aconsejable sacar las entradas por Internet, no hace falta imprimirlas, leen el código de barras desde el móvil....Más"
"696","No soy creyente pero cuando entras sentis que algo especial vive ahi. Es impresionante y no te das una idea si no entras. Es algo que tenes que hacer."
"697","Fuimos con guía, ya por segunda vez, esta vez visita al interior y la torre, incomparableme experiencia,  la arquitectura la historia religiosa y la historia de Gaudi su arquitecto. Muy recomendable la visita, subir a la torre y sacar cientos de fotos tanto desde el...Más"
"698","Imperdible 
La obra de Gaudí es increíble 
El manejo de los colores a través de los vidrios es una experiencia hermosa"
"699","Excelente joya del modernismo catalán. La basílica es completamente adaptada para personas con movilidad reducida. Desde que llegan te dan un trato amable y prioritario. La salida, se reLiza por la parte de atrás De la Iglesia, hay una rampa muy empinada por lo que...Más"
"700","Las fotos no le hacen justicia. el nivel de detalle y la calidad de la creación artística dan cuenta de un lugar que no te podes perder cuando visitas Barcelona. La belleza arquitectónica en su máxima expresión."
"701","Sigue maravillando el proyecto, cada vez que te acercas ves alguna cosa que te llama la atención. Si bien la entrada es un poco cara pero...... Como.en otros países"
"702","Impresionante es importante comprar los boletos en línea pues el mero día no hay. La visita dura como 1.30 y es importante la audio guía"
"703","Es realmente maravillosa, no solo en su estructura sino también en sus símbolos, es simétrica, llena de sentido. 
Con el audioguia es suficiente, no olvide llevar audífonos"
"704","Es una experiencia unica y s even los avances de esta mino mental obra del hombre. Es inigualable y no s epouede dejar de visitar"
"705","Está , Basílica es de los mejores sitios históricos para visitar. No se la deben perder.Muchos años de Historia en un país maravilloso!!"
"706","La obra de un  genio que cuidó cada detalle. La primera piedra fue colocada en 1882 y planea culminarse en 2026. 
Les recomiendo comprar las entradas por la página web. La entrada con Audioguía da libertad para recorrer la iglesia a su ritmo y escuchar...Más"
"707","La Basílica de La Sagrada Familia es sin lugar a dudas la ""obra maestra"" del genial arquitecto Antoni Gaudí..... inició su construcción en el año 1882 y los trabajos continúan hasta el día de hoy, con fecha proyectada de término para el año 2030......aunque aún...Más"
"708","No me canso de visitarla en cada uno de mis viajes, siempre me sorprende algo nuevo, algo que estaba ahí y que no habia visto antes jejeje"
"709","Simplemente es espectacular, todo el que llega queda atónito, perplejo, casi sin respirar ante tan maravillosa construcción. Ojalá el ser humano se dedicara a construir y no a destruir. Tantos detalles parecerían que recargan la majestuosidad de obra, sin embargo, no es así, cada detalle...Más"
"710","Es increíble que en el siglo XXI se sigan construyendo espectaculares recintos como este. Una auténtica obra de arte y visita obligada siempre que vienes a BCN, porque las obras adelantan a ojos vista y cada vez hay algo nuevo. Aunque está un poco masificado...Más"
"711","Maravillosa y espectacular, diáfana y luminosa, moderna y inperecedera, grandiosa pero amable, es un monumento a la alegría, la naturaleza y el espíritu, un ejemplo de como deben ser los templos cristianos, y contrapuesto a la oscuridad y frialdad de los mármoles y piedras de...Más"
"712","Excelente visita por su historia y estructura, ideal comprar entrada con anticipación y no omitir el audio guía que cuenta los detalles de la estructura. Su personal interno dentro de la Iglesia no era muy amable."
"713","otra de las maravillas arquitectónicas del gran arquitecto A. Gaudi. Se debe visitar con o sin guía turístico.
Lugar dónde vivía el mismo Gaudí...y desde donde salió para visitar y seguir las obras iniciadas en la construcción de la Pedrera...y por lo cual fue atropellado...Más"
"714","Gaudí se inspiró en la creación divina para pensar en la sagrada familia. Cada uno de sus tres frentes tiene peculiaridades que no deben dejar pasar"
"715","Un icono de Barcelona, sin Duda alguna una visita obligada! Si verla por afuera es espectacular por sus múltiples detalles por dentro es mucho mejor!! Te recomiendo comprar las entradas en la página oficial y en horas de la tarde , te evitas la enorme...Más"
"716","La Iglesia de la Sagrada Familia es un centro de recogimiento espiritual de mucha influencia en los visitantes, es un lugar que incita al recogimiento. Además se puede observar la magnificencia arquitectónica, sin duda es un sitio de visita obligada para todo turista"
"717","La Basílica de la Sagrada Familia es un lugar hermoso, es un espacio que tiene una espiritualidad muy fuerte, independientemente de la religión a la que hagamos parte o en la que creamos. Ver el nivel de detalle con el que ha sido construida y...Más"
"718","Impresionante edificio modernista. Previsión de ser finalizada en 2026, es la obra cumbre de Gaudí. Solo su exterior ya impresiona, así que con su interior ya es una culminación. Toda una experiencia ésta visita, a pesar de ser, en comparación con cualquier otra ciudad tanto...Más"
"719","Visitar la catedral de la Sagrada Familia en Barcelona, es una visita obligada para el turista.- El arquitecto catalán Antonio Gaudi inicio la obra en el año 1882, la cual no se a terminado, y son varios las gigantescas grúas en funcionamiento.- Es una demostración...Más"
"720","Creo que es la obra maestra de diseño de Gaudí - diseñador de grandes obras en Barcelona - construída a fines de 1800.  Continúa en obra en forma permanente.  Tiene varias torres con detalles esculturales hermosos.  Recomiendo sacar las entradas por internet y con guía...Más"
"721","De todo lo que hablan es verdad magnifica, impresionante bonita y solemne, ademas subí a una de las torres realmente es una obra maestra."
"722","Digna de ser visitada.
Sin audio guía fue rápida el recorrido, aunque podes ponerte cerca de grupos y escuchar explicación de lo que ves .
La entrada es en el horario puntual."
"723","Sacar entradas con un día de anticipación sin falta!! Las entradas se acaban y hay horario definido para el ingreso según tu entrada. He visitado este lugar en 2000, 2006 y ahora. Las primeras veces no pude apreciar lo que es hoy, el avance y...Más"
"724","Imponente, majestuoso. Muy bien organizado. Si o si comprar la entrada por internet con anticipación y EN LA PÁGINA DE LA SAGRADA FAMILIA.
Si viene a Barcelona no puede dejar de visitar este lugar."
"725","Aún si no se es religioso admirar esta arquitectura y todo lo que rodeó su construcción amerita enormemente visitarla. Es decir hay que dedicarle unas buenas horas."
"726","Muy buena experiencia en la visita y una muy buena ayuda a la interpretación de la misma con la audioguia.
La visita al interior de la Basilica es algo imprescindible para cualquiera que visite Barcelona, independientemente del cultro que profese, el interior de la Basilica...Más"
"727","Opino que la gente debe conocer tanta maravilla. La conjugación de los colores de los cristales, que van variando de color según la hora del día. Es digno de visitar."
"728","Una maravilla q aun  sigue en contruccion, Lamentablemente no pude entrar porque llegamos tarde pero lo q se pude apreciar de afuera me facino toda su contruccion"
"729","Maravillosa basílica. Muy impresionante, imprescindible en cada visita a España. Lo único que no nos gustó es que está aun sin finalizar."
"730","Es una lástima que no alcanzamos a comprar entradas para los días que hemos estado en Barcelona! 
Nos hubiera encantado entrar pero nos tocó quedarnos con las ganas! 
Pues las entradas hay que comprarlas vía web con anticipación, también las puedes comprar directamente ahí, pero...Más"
